Latitude,Longitude,Elevation (m),Timestamp,Heart Rate,Power
63.4142470,10.4321830,134.7,2023-09-05T10:28:21Z,182,370
63.4142130,10.4321970,134.7,2023-09-05T10:28:22Z,182,376
63.4141800,10.4322220,134.7,2023-09-05T10:28:23Z,182,380
63.4141450,10.4322480,134.7,2023-09-05T10:28:24Z,182,382
63.4141130,10.4322620,134.7,2023-09-05T10:28:25Z,182,388
63.4140870,10.4322700,134.7,2023-09-05T10:28:26Z,182,388
63.4140530,10.4322800,134.7,2023-09-05T10:28:27Z,182,390
63.4140200,10.4323150,134.7,2023-09-05T10:28:28Z,182,394
63.4139870,10.4323430,134.7,2023-09-05T10:28:29Z,183,390
63.4139630,10.4323630,134.7,2023-09-05T10:28:30Z,183,386
63.4139350,10.4323770,134.7,2023-09-05T10:28:31Z,183,384
63.4139020,10.4324050,135.6,2023-09-05T10:28:32Z,183,378
63.4138700,10.4324220,135.6,2023-09-05T10:28:33Z,183,374
63.4138430,10.4324520,135.6,2023-09-05T10:28:34Z,183,372
63.4138150,10.4324870,135.6,2023-09-05T10:28:35Z,183,370
63.4137830,10.4325300,135.6,2023-09-05T10:28:36Z,183,366
63.4137520,10.4325670,135.6,2023-09-05T10:28:37Z,183,368
63.4137250,10.4326030,135.6,2023-09-05T10:28:38Z,183,366
63.4136980,10.4326370,135.6,2023-09-05T10:28:39Z,183,360
63.4136700,10.4326620,135.6,2023-09-05T10:28:40Z,183,350
63.4136370,10.4326830,135.6,2023-09-05T10:28:41Z,183,344
63.4135980,10.4326950,135.6,2023-09-05T10:28:42Z,182,336
63.4135670,10.4327150,135.6,2023-09-05T10:28:43Z,182,328
63.4135380,10.4327350,134.7,2023-09-05T10:28:44Z,180,322
63.4135080,10.4327500,134.7,2023-09-05T10:28:45Z,179,312
63.4134750,10.4327670,134.7,2023-09-05T10:28:46Z,177,304
63.4134430,10.4327680,134.7,2023-09-05T10:28:47Z,177,300
63.4134130,10.4327530,133.7,2023-09-05T10:28:48Z,177,296
63.4133830,10.4327250,133.7,2023-09-05T10:28:49Z,178,290
63.4133480,10.4326880,133.7,2023-09-05T10:28:50Z,178,284
63.4133180,10.4326580,133.7,2023-09-05T10:28:51Z,178,282
63.4132870,10.4326230,132.7,2023-09-05T10:28:52Z,179,278
63.4132580,10.4325850,132.7,2023-09-05T10:28:53Z,179,278
63.4132350,10.4325380,132.7,2023-09-05T10:28:54Z,179,280
63.4132230,10.4324670,132.7,2023-09-05T10:28:55Z,182,282
63.4132530,10.4322800,132.7,2023-09-05T10:28:56Z,182,286
63.4132830,10.4321620,132.7,2023-09-05T10:28:57Z,182,288
63.4132930,10.4320750,132.7,2023-09-05T10:28:58Z,182,292
63.4133070,10.4319970,132.7,2023-09-05T10:28:59Z,182,296
63.4133220,10.4319100,132.7,2023-09-05T10:29:00Z,182,298
63.4133320,10.4318020,132.7,2023-09-05T10:29:01Z,181,304
63.4133380,10.4317170,132.7,2023-09-05T10:29:02Z,181,306
63.4133480,10.4316200,132.7,2023-09-05T10:29:03Z,181,310
63.4133580,10.4315270,132.7,2023-09-05T10:29:04Z,181,312
63.4133720,10.4314420,132.7,2023-09-05T10:29:05Z,181,314
63.4133850,10.4313570,132.7,2023-09-05T10:29:06Z,180,314
63.4133950,10.4312680,132.7,2023-09-05T10:29:07Z,180,314
63.4134100,10.4311870,132.7,2023-09-05T10:29:08Z,180,316
63.4134250,10.4311070,132.7,2023-09-05T10:29:09Z,180,318
63.4134400,10.4310350,132.7,2023-09-05T10:29:10Z,180,320
63.4134530,10.4309630,132.7,2023-09-05T10:29:11Z,180,324
63.4134720,10.4308880,132.7,2023-09-05T10:29:12Z,180,324
63.4134830,10.4308080,132.7,2023-09-05T10:29:13Z,180,324
63.4134930,10.4307250,132.7,2023-09-05T10:29:14Z,180,320
63.4135020,10.4306520,132.7,2023-09-05T10:29:15Z,180,316
63.4135100,10.4305750,131.7,2023-09-05T10:29:16Z,180,310
63.4135200,10.4305000,131.7,2023-09-05T10:29:17Z,180,302
63.4135300,10.4304200,131.7,2023-09-05T10:29:18Z,180,296
63.4135380,10.4303400,131.7,2023-09-05T10:29:19Z,180,294
63.4135500,10.4302650,130.6,2023-09-05T10:29:20Z,180,292
63.4135630,10.4301880,130.6,2023-09-05T10:29:21Z,179,292
63.4135750,10.4301080,130.6,2023-09-05T10:29:22Z,179,292
63.4135830,10.4300320,130.6,2023-09-05T10:29:23Z,179,292
63.4135930,10.4299570,130.6,2023-09-05T10:29:24Z,179,290
63.4136050,10.4298780,130.6,2023-09-05T10:29:25Z,179,290
63.4136170,10.4297950,130.6,2023-09-05T10:29:26Z,179,286
63.4136300,10.4297120,130.6,2023-09-05T10:29:27Z,180,280
63.4136420,10.4296300,129.7,2023-09-05T10:29:28Z,180,274
63.4136550,10.4295580,129.7,2023-09-05T10:29:29Z,180,272
63.4136670,10.4294870,129.7,2023-09-05T10:29:30Z,180,268
63.4136750,10.4294130,129.7,2023-09-05T10:29:31Z,180,266
63.4136880,10.4293420,128.6,2023-09-05T10:29:32Z,180,266
63.4137020,10.4292770,128.6,2023-09-05T10:29:33Z,180,270
63.4137170,10.4292080,128.6,2023-09-05T10:29:34Z,180,270
63.4137300,10.4291430,128.6,2023-09-05T10:29:35Z,180,270
63.4137400,10.4290620,128.6,2023-09-05T10:29:36Z,180,270
63.4137530,10.4289800,128.6,2023-09-05T10:29:37Z,180,268
63.4137650,10.4289050,127.7,2023-09-05T10:29:38Z,180,264
63.4137830,10.4288370,127.7,2023-09-05T10:29:39Z,180,258
63.4137980,10.4287700,126.6,2023-09-05T10:29:40Z,180,256
63.4138130,10.4287000,126.6,2023-09-05T10:29:41Z,179,254
63.4138250,10.4286270,126.6,2023-09-05T10:29:42Z,179,252
63.4138380,10.4285500,126.6,2023-09-05T10:29:43Z,179,250
63.4138500,10.4284600,125.7,2023-09-05T10:29:44Z,179,246
63.4138600,10.4283600,125.7,2023-09-05T10:29:45Z,179,244
63.4138700,10.4282750,124.7,2023-09-05T10:29:46Z,179,242
63.4138930,10.4282200,124.7,2023-09-05T10:29:47Z,179,242
63.4139070,10.4281430,124.7,2023-09-05T10:29:48Z,179,240
63.4139250,10.4280700,124.7,2023-09-05T10:29:49Z,179,240
63.4139400,10.4280000,123.8,2023-09-05T10:29:50Z,179,242
63.4139600,10.4279370,123.8,2023-09-05T10:29:51Z,179,242
63.4139770,10.4278730,123.8,2023-09-05T10:29:52Z,179,240
63.4139980,10.4277980,123.8,2023-09-05T10:29:53Z,179,238
63.4140220,10.4277400,122.7,2023-09-05T10:29:54Z,179,236
63.4140400,10.4276780,122.7,2023-09-05T10:29:55Z,179,234
63.4140570,10.4276000,121.6,2023-09-05T10:29:56Z,178,232
63.4140720,10.4275320,121.6,2023-09-05T10:29:57Z,178,228
63.4140820,10.4274620,120.7,2023-09-05T10:29:58Z,178,224
63.4140930,10.4273850,120.7,2023-09-05T10:29:59Z,178,222
63.4140930,10.4272930,119.6,2023-09-05T10:30:00Z,177,222
63.4140970,10.4272200,119.6,2023-09-05T10:30:01Z,177,222
63.4140980,10.4271450,119.6,2023-09-05T10:30:02Z,177,220
63.4140970,10.4270580,119.6,2023-09-05T10:30:03Z,177,218
63.4140970,10.4269850,118.7,2023-09-05T10:30:04Z,177,216
63.4140920,10.4269020,118.7,2023-09-05T10:30:05Z,177,216
63.4140820,10.4268280,117.7,2023-09-05T10:30:06Z,176,216
63.4140680,10.4267370,117.7,2023-09-05T10:30:07Z,176,216
63.4140570,10.4266550,117.7,2023-09-05T10:30:08Z,176,218
63.4140420,10.4265630,117.7,2023-09-05T10:30:09Z,176,220
63.4140320,10.4264850,116.7,2023-09-05T10:30:10Z,176,222
63.4140270,10.4264080,116.7,2023-09-05T10:30:11Z,176,226
63.4140170,10.4263300,116.7,2023-09-05T10:30:12Z,176,228
63.4140080,10.4262480,116.7,2023-09-05T10:30:13Z,176,228
63.4139950,10.4261780,115.7,2023-09-05T10:30:14Z,176,228
63.4139870,10.4261130,115.7,2023-09-05T10:30:15Z,175,224
63.4139830,10.4260380,115.7,2023-09-05T10:30:16Z,175,222
63.4139830,10.4259600,115.7,2023-09-05T10:30:17Z,175,218
63.4139850,10.4259030,115.7,2023-09-05T10:30:18Z,175,212
63.4139770,10.4258230,115.7,2023-09-05T10:30:19Z,175,210
63.4139670,10.4257280,111.7,2023-09-05T10:30:20Z,175,208
63.4139680,10.4256500,111.7,2023-09-05T10:30:21Z,175,208
63.4139720,10.4255700,110.6,2023-09-05T10:30:22Z,175,208
63.4139800,10.4254870,110.6,2023-09-05T10:30:23Z,175,210
63.4139830,10.4254330,109.7,2023-09-05T10:30:24Z,175,210
63.4139880,10.4253600,109.7,2023-09-05T10:30:25Z,175,208
63.4139950,10.4252750,108.7,2023-09-05T10:30:26Z,174,206
63.4140020,10.4252150,108.7,2023-09-05T10:30:27Z,174,206
63.4140080,10.4251370,107.7,2023-09-05T10:30:28Z,174,204
63.4140120,10.4250400,107.7,2023-09-05T10:30:29Z,174,206
63.4140170,10.4249670,106.7,2023-09-05T10:30:30Z,173,206
63.4140220,10.4248970,106.7,2023-09-05T10:30:31Z,173,206
63.4140200,10.4248130,105.6,2023-09-05T10:30:32Z,172,206
63.4140230,10.4247450,105.6,2023-09-05T10:30:33Z,172,208
63.4140220,10.4246870,104.7,2023-09-05T10:30:34Z,172,208
63.4140180,10.4246080,104.7,2023-09-05T10:30:35Z,172,210
63.4140170,10.4245230,104.7,2023-09-05T10:30:36Z,172,214
63.4140150,10.4244420,104.7,2023-09-05T10:30:37Z,172,218
63.4140100,10.4243570,104.7,2023-09-05T10:30:38Z,172,222
63.4140070,10.4242970,104.7,2023-09-05T10:30:39Z,172,224
63.4140050,10.4242280,103.6,2023-09-05T10:30:40Z,172,224
63.4140080,10.4241550,103.6,2023-09-05T10:30:41Z,171,224
63.4140150,10.4240830,102.7,2023-09-05T10:30:42Z,170,224
63.4140270,10.4240070,102.7,2023-09-05T10:30:43Z,170,224
63.4140370,10.4239220,102.7,2023-09-05T10:30:44Z,170,224
63.4140400,10.4238400,102.7,2023-09-05T10:30:45Z,170,224
63.4140430,10.4237750,102.7,2023-09-05T10:30:46Z,169,222
63.4140530,10.4237050,102.7,2023-09-05T10:30:47Z,169,222
63.4140550,10.4236370,102.7,2023-09-05T10:30:48Z,169,220
63.4140380,10.4235200,102.7,2023-09-05T10:30:49Z,169,218
63.4140120,10.4233930,98.6,2023-09-05T10:30:50Z,168,218
63.4140030,10.4233020,98.6,2023-09-05T10:30:51Z,168,228
63.4139920,10.4232230,97.7,2023-09-05T10:30:52Z,168,232
63.4139830,10.4231650,97.7,2023-09-05T10:30:53Z,168,234
63.4139630,10.4230650,96.6,2023-09-05T10:30:54Z,168,236
63.4139580,10.4230120,96.6,2023-09-05T10:30:55Z,168,236
63.4139500,10.4229570,95.7,2023-09-05T10:30:56Z,168,234
63.4139370,10.4228930,95.7,2023-09-05T10:30:57Z,168,230
63.4139300,10.4228300,95.7,2023-09-05T10:30:58Z,168,228
63.4139250,10.4227570,95.7,2023-09-05T10:30:59Z,168,222
63.4139220,10.4226680,94.6,2023-09-05T10:31:00Z,167,220
63.4139130,10.4225950,94.6,2023-09-05T10:31:01Z,167,222
63.4139020,10.4225050,93.7,2023-09-05T10:31:02Z,167,224
63.4139030,10.4224230,93.7,2023-09-05T10:31:03Z,167,224
63.4139050,10.4223300,92.7,2023-09-05T10:31:04Z,167,226
63.4139050,10.4222620,92.7,2023-09-05T10:31:05Z,167,226
63.4139030,10.4221750,91.7,2023-09-05T10:31:06Z,166,224
63.4139030,10.4220870,91.7,2023-09-05T10:31:07Z,166,226
63.4139050,10.4220120,90.7,2023-09-05T10:31:08Z,166,228
63.4139020,10.4219280,90.7,2023-09-05T10:31:09Z,166,230
63.4139030,10.4218530,90.7,2023-09-05T10:31:10Z,166,234
63.4139000,10.4217770,90.7,2023-09-05T10:31:11Z,166,236
63.4138980,10.4216870,89.6,2023-09-05T10:31:12Z,166,234
63.4139020,10.4216080,89.6,2023-09-05T10:31:13Z,166,236
63.4138970,10.4215250,88.7,2023-09-05T10:31:14Z,164,236
63.4138900,10.4214500,88.7,2023-09-05T10:31:15Z,164,236
63.4138770,10.4213870,87.6,2023-09-05T10:31:16Z,163,238
63.4138530,10.4213020,87.6,2023-09-05T10:31:17Z,163,244
63.4138250,10.4212230,87.6,2023-09-05T10:31:18Z,162,250
63.4138070,10.4211470,87.6,2023-09-05T10:31:19Z,161,258
63.4137920,10.4210780,87.6,2023-09-05T10:31:20Z,161,266
63.4137820,10.4210170,87.6,2023-09-05T10:31:21Z,160,276
63.4137620,10.4209120,87.6,2023-09-05T10:31:22Z,160,286
63.4137500,10.4208370,87.6,2023-09-05T10:31:23Z,159,294
63.4137400,10.4207580,87.6,2023-09-05T10:31:24Z,160,302
63.4137400,10.4206870,87.6,2023-09-05T10:31:25Z,160,308
63.4137370,10.4206100,86.7,2023-09-05T10:31:26Z,161,312
63.4137300,10.4205180,86.7,2023-09-05T10:31:27Z,161,314
63.4137270,10.4204430,86.7,2023-09-05T10:31:28Z,161,316
63.4137200,10.4203420,86.7,2023-09-05T10:31:29Z,161,320
63.4137180,10.4202650,86.7,2023-09-05T10:31:30Z,161,322
63.4137020,10.4201550,86.7,2023-09-05T10:31:31Z,161,324
63.4136870,10.4200780,86.7,2023-09-05T10:31:32Z,161,330
63.4136680,10.4200020,86.7,2023-09-05T10:31:33Z,161,336
63.4136550,10.4199380,86.7,2023-09-05T10:31:34Z,161,340
63.4136420,10.4198530,86.7,2023-09-05T10:31:35Z,161,340
63.4136350,10.4197730,86.7,2023-09-05T10:31:36Z,159,342
63.4136320,10.4196930,86.7,2023-09-05T10:31:37Z,160,346
63.4136300,10.4196230,86.7,2023-09-05T10:31:38Z,160,348
63.4136400,10.4195570,86.7,2023-09-05T10:31:39Z,160,352
63.4136500,10.4194900,86.7,2023-09-05T10:31:40Z,160,358
63.4136650,10.4194200,86.7,2023-09-05T10:31:41Z,160,364
63.4136800,10.4193430,86.7,2023-09-05T10:31:42Z,160,364
63.4136900,10.4192620,86.7,2023-09-05T10:31:43Z,160,372
63.4136950,10.4191780,86.7,2023-09-05T10:31:44Z,160,374
63.4136980,10.4191020,86.7,2023-09-05T10:31:45Z,160,370
63.4136950,10.4190330,86.7,2023-09-05T10:31:46Z,160,364
63.4136830,10.4189620,86.7,2023-09-05T10:31:47Z,161,354
63.4136700,10.4188920,85.7,2023-09-05T10:31:48Z,161,342
63.4136550,10.4188130,85.7,2023-09-05T10:31:49Z,162,326
63.4136400,10.4187330,84.7,2023-09-05T10:31:50Z,163,318
63.4136250,10.4186470,84.7,2023-09-05T10:31:51Z,163,310
63.4136030,10.4185330,84.7,2023-09-05T10:31:52Z,164,308
63.4135950,10.4184530,84.7,2023-09-05T10:31:53Z,163,306
63.4135850,10.4183730,83.7,2023-09-05T10:31:54Z,163,300
63.4135780,10.4182780,83.7,2023-09-05T10:31:55Z,163,298
63.4135770,10.4182070,82.8,2023-09-05T10:31:56Z,163,296
63.4135770,10.4181230,82.8,2023-09-05T10:31:57Z,163,294
63.4135770,10.4180380,82.8,2023-09-05T10:31:58Z,163,288
63.4135750,10.4179580,82.8,2023-09-05T10:31:59Z,163,288
63.4135720,10.4178770,81.7,2023-09-05T10:32:00Z,163,284
63.4135730,10.4177970,81.7,2023-09-05T10:32:01Z,163,284
63.4135770,10.4177170,81.7,2023-09-05T10:32:02Z,162,286
63.4135930,10.4176430,81.7,2023-09-05T10:32:03Z,162,286
63.4136120,10.4175850,81.7,2023-09-05T10:32:04Z,163,286
63.4136350,10.4175450,81.7,2023-09-05T10:32:05Z,163,286
63.4136620,10.4175120,81.7,2023-09-05T10:32:06Z,163,290
63.4136870,10.4174870,81.7,2023-09-05T10:32:07Z,164,262
63.4137050,10.4174570,79.7,2023-09-05T10:32:08Z,165,264
63.4137180,10.4174200,79.7,2023-09-05T10:32:09Z,165,264
63.4137320,10.4173780,80.6,2023-09-05T10:32:10Z,166,268
63.4137420,10.4173270,80.6,2023-09-05T10:32:11Z,166,266
63.4137470,10.4172650,80.6,2023-09-05T10:32:12Z,166,268
63.4137480,10.4171800,80.6,2023-09-05T10:32:13Z,166,274
63.4137480,10.4171220,80.6,2023-09-05T10:32:14Z,165,282
63.4137470,10.4170330,80.6,2023-09-05T10:32:15Z,165,298
63.4137400,10.4169620,80.6,2023-09-05T10:32:16Z,165,312
63.4137380,10.4169020,80.6,2023-09-05T10:32:17Z,165,320
63.4137380,10.4168220,80.6,2023-09-05T10:32:18Z,165,322
63.4137400,10.4167330,80.6,2023-09-05T10:32:19Z,164,320
63.4137430,10.4166780,79.7,2023-09-05T10:32:20Z,164,314
63.4137480,10.4166080,79.7,2023-09-05T10:32:21Z,164,306
63.4137600,10.4165420,79.7,2023-09-05T10:32:22Z,163,296
63.4137800,10.4164620,79.7,2023-09-05T10:32:23Z,164,288
63.4137930,10.4164030,78.6,2023-09-05T10:32:24Z,164,276
63.4138150,10.4163180,78.6,2023-09-05T10:32:25Z,164,266
63.4138270,10.4162620,77.7,2023-09-05T10:32:26Z,164,262
63.4138480,10.4161980,77.7,2023-09-05T10:32:27Z,165,256
63.4138700,10.4161380,77.7,2023-09-05T10:32:28Z,165,254
63.4138980,10.4160730,77.7,2023-09-05T10:32:29Z,166,252
63.4139330,10.4160270,76.7,2023-09-05T10:32:30Z,166,252
63.4139600,10.4159680,76.7,2023-09-05T10:32:31Z,167,254
63.4139800,10.4159070,76.7,2023-09-05T10:32:32Z,167,260
63.4140070,10.4158830,76.7,2023-09-05T10:32:33Z,167,260
63.4140330,10.4158780,75.7,2023-09-05T10:32:34Z,167,260
63.4140630,10.4158930,75.7,2023-09-05T10:32:35Z,167,260
63.4140870,10.4159180,75.7,2023-09-05T10:32:36Z,167,258
63.4141170,10.4159480,75.7,2023-09-05T10:32:37Z,167,248
63.4141470,10.4159880,75.7,2023-09-05T10:32:38Z,167,248
63.4141780,10.4160200,75.7,2023-09-05T10:32:39Z,167,254
63.4142120,10.4160550,75.7,2023-09-05T10:32:40Z,167,268
63.4142420,10.4160800,75.7,2023-09-05T10:32:41Z,166,284
63.4142700,10.4161030,75.7,2023-09-05T10:32:42Z,166,304
63.4143020,10.4161220,75.7,2023-09-05T10:32:43Z,165,320
