Latitude,Longitude,Elevation,Time,HeartRate,Power
42.246402,-70.975025,5.8,2023-09-15 00:45:51+00:00,,
42.246402,-70.974987,5.8,2023-09-15 00:45:52+00:00,,
42.246403,-70.97495,5.8,2023-09-15 00:45:53+00:00,,
42.24641,-70.974912,5.8,2023-09-15 00:45:54+00:00,,
42.246413,-70.974875,5.8,2023-09-15 00:45:55+00:00,,
42.246417,-70.974843,5.8,2023-09-15 00:45:56+00:00,,
42.24642,-70.974815,5.8,2023-09-15 00:45:57+00:00,,
42.246422,-70.974787,5.8,2023-09-15 00:45:58+00:00,,
42.246422,-70.97476,5.8,2023-09-15 00:45:59+00:00,,
42.246423,-70.974727,5.8,2023-09-15 00:46:00+00:00,,
42.246425,-70.974693,5.8,2023-09-15 00:46:01+00:00,,
42.246425,-70.974668,5.8,2023-09-15 00:46:02+00:00,,
42.246292,-70.975043,5.8,2023-09-15 00:50:27+00:00,,
42.246295,-70.975062,5.8,2023-09-15 00:50:28+00:00,,
42.2463,-70.975075,5.8,2023-09-15 00:50:29+00:00,,
42.2463,-70.975093,5.8,2023-09-15 00:50:30+00:00,,
42.246302,-70.97511,5.8,2023-09-15 00:50:31+00:00,,
42.246298,-70.97513,5.8,2023-09-15 00:50:32+00:00,,
42.2463,-70.975143,5.8,2023-09-15 00:50:33+00:00,,
42.246303,-70.975163,5.8,2023-09-15 00:50:34+00:00,,
42.246303,-70.975178,5.8,2023-09-15 00:50:35+00:00,,
42.246307,-70.975197,5.8,2023-09-15 00:50:36+00:00,,
42.246307,-70.97522,5.8,2023-09-15 00:50:37+00:00,,
42.246298,-70.975242,5.8,2023-09-15 00:50:38+00:00,,
42.24629,-70.97527,5.8,2023-09-15 00:50:39+00:00,,
42.246288,-70.975297,5.8,2023-09-15 00:50:40+00:00,,
42.24629,-70.97532,5.8,2023-09-15 00:50:41+00:00,,
42.246293,-70.975348,5.8,2023-09-15 00:50:42+00:00,,
42.2463,-70.975377,5.8,2023-09-15 00:50:43+00:00,,
42.246303,-70.975393,5.8,2023-09-15 00:50:44+00:00,,
42.246308,-70.975408,5.8,2023-09-15 00:50:45+00:00,,
42.246312,-70.975428,5.8,2023-09-15 00:50:46+00:00,,
42.246317,-70.975453,5.8,2023-09-15 00:50:47+00:00,,
42.246308,-70.975467,5.8,2023-09-15 00:50:48+00:00,,
42.246308,-70.975473,5.8,2023-09-15 00:50:49+00:00,,
42.24632,-70.97548,5.8,2023-09-15 00:50:50+00:00,,
42.246332,-70.975492,5.8,2023-09-15 00:50:51+00:00,,
42.246335,-70.97551,5.8,2023-09-15 00:50:52+00:00,,
42.24634,-70.975533,5.8,2023-09-15 00:50:53+00:00,,
42.246347,-70.975552,5.8,2023-09-15 00:50:54+00:00,,
42.246353,-70.975572,5.8,2023-09-15 00:50:55+00:00,,
42.246358,-70.975587,5.8,2023-09-15 00:50:56+00:00,,
42.246365,-70.975605,5.8,2023-09-15 00:50:57+00:00,,
42.246372,-70.97562,5.8,2023-09-15 00:50:58+00:00,,
42.246378,-70.975635,5.8,2023-09-15 00:50:59+00:00,,
42.246385,-70.97565,5.8,2023-09-15 00:51:00+00:00,,
42.246395,-70.975668,5.8,2023-09-15 00:51:01+00:00,,
42.2464,-70.975683,5.8,2023-09-15 00:51:02+00:00,,
42.246405,-70.975697,5.8,2023-09-15 00:51:03+00:00,,
42.24641,-70.975713,5.8,2023-09-15 00:51:04+00:00,,
42.246415,-70.975738,5.8,2023-09-15 00:51:05+00:00,,
42.246415,-70.97576,5.8,2023-09-15 00:51:06+00:00,,
42.246418,-70.975783,5.8,2023-09-15 00:51:07+00:00,,
42.246422,-70.975805,6.7,2023-09-15 00:51:08+00:00,,
42.246423,-70.975822,6.7,2023-09-15 00:51:09+00:00,,
42.246423,-70.975838,6.7,2023-09-15 00:51:10+00:00,,
42.246425,-70.975858,6.7,2023-09-15 00:51:11+00:00,,
42.246427,-70.975878,6.7,2023-09-15 00:51:12+00:00,,
42.246433,-70.975903,6.7,2023-09-15 00:51:13+00:00,,
42.246438,-70.975923,6.7,2023-09-15 00:51:14+00:00,,
42.246443,-70.975937,6.7,2023-09-15 00:51:15+00:00,,
42.246445,-70.975953,6.7,2023-09-15 00:51:16+00:00,,
42.246447,-70.975973,6.7,2023-09-15 00:51:17+00:00,,
42.246452,-70.97599,6.7,2023-09-15 00:51:18+00:00,,
42.246458,-70.976005,6.7,2023-09-15 00:51:19+00:00,,
42.246463,-70.976022,6.7,2023-09-15 00:51:20+00:00,,
42.246468,-70.976038,6.7,2023-09-15 00:51:21+00:00,,
42.24647,-70.976055,6.7,2023-09-15 00:51:22+00:00,,
42.246472,-70.976075,6.7,2023-09-15 00:51:23+00:00,,
42.246473,-70.976093,6.7,2023-09-15 00:51:24+00:00,,
42.246477,-70.976105,6.7,2023-09-15 00:51:25+00:00,,
42.246478,-70.976123,6.7,2023-09-15 00:51:26+00:00,,
42.24648,-70.976143,6.7,2023-09-15 00:51:27+00:00,,
42.246482,-70.976157,6.7,2023-09-15 00:51:28+00:00,,
42.246483,-70.976168,6.7,2023-09-15 00:51:29+00:00,,
42.246485,-70.97618,6.7,2023-09-15 00:51:30+00:00,,
42.246488,-70.976193,6.7,2023-09-15 00:51:31+00:00,,
42.246495,-70.976202,6.7,2023-09-15 00:51:32+00:00,,
42.2465,-70.976205,6.7,2023-09-15 00:51:33+00:00,,
42.246503,-70.976215,6.7,2023-09-15 00:51:34+00:00,,
42.246505,-70.97622,6.7,2023-09-15 00:51:35+00:00,,
42.246507,-70.976222,6.7,2023-09-15 00:51:36+00:00,,
42.246508,-70.976228,6.7,2023-09-15 00:51:37+00:00,,
42.24651,-70.976242,6.7,2023-09-15 00:51:38+00:00,,
42.246512,-70.976263,6.7,2023-09-15 00:51:39+00:00,,
42.246517,-70.976287,6.7,2023-09-15 00:51:40+00:00,,
42.246522,-70.976305,6.7,2023-09-15 00:51:41+00:00,,
42.246528,-70.976323,6.7,2023-09-15 00:51:42+00:00,,
42.246535,-70.976335,6.7,2023-09-15 00:51:43+00:00,,
42.246535,-70.976343,6.7,2023-09-15 00:51:44+00:00,,
42.24654,-70.976348,6.7,2023-09-15 00:51:45+00:00,,
42.246548,-70.976365,6.7,2023-09-15 00:51:46+00:00,,
42.246557,-70.976385,6.7,2023-09-15 00:51:47+00:00,,
42.246562,-70.97641,6.7,2023-09-15 00:51:48+00:00,,
42.246563,-70.97643,6.7,2023-09-15 00:51:49+00:00,,
42.246567,-70.976453,6.7,2023-09-15 00:51:50+00:00,,
42.246567,-70.976473,6.7,2023-09-15 00:51:51+00:00,,
42.246568,-70.976493,6.7,2023-09-15 00:51:52+00:00,,
42.24657,-70.976515,6.7,2023-09-15 00:51:53+00:00,,
42.246572,-70.97654,6.7,2023-09-15 00:51:54+00:00,,
42.246573,-70.976567,6.7,2023-09-15 00:51:55+00:00,,
42.246575,-70.976583,6.7,2023-09-15 00:51:56+00:00,,
42.246582,-70.976598,6.7,2023-09-15 00:51:57+00:00,,
42.246588,-70.976618,6.7,2023-09-15 00:51:58+00:00,,
42.246593,-70.976635,6.7,2023-09-15 00:51:59+00:00,,
42.246597,-70.976645,6.7,2023-09-15 00:52:00+00:00,,
42.246603,-70.97666,6.7,2023-09-15 00:52:01+00:00,,
42.246607,-70.97668,6.7,2023-09-15 00:52:02+00:00,,
42.246607,-70.976695,6.7,2023-09-15 00:52:03+00:00,,
42.246608,-70.97671,6.7,2023-09-15 00:52:04+00:00,,
42.246613,-70.976727,6.7,2023-09-15 00:52:05+00:00,,
42.246618,-70.976747,6.7,2023-09-15 00:52:06+00:00,,
42.246627,-70.976763,6.7,2023-09-15 00:52:07+00:00,,
42.246633,-70.976775,6.7,2023-09-15 00:52:08+00:00,,
42.246642,-70.976783,6.7,2023-09-15 00:52:09+00:00,,
42.246645,-70.976802,6.7,2023-09-15 00:52:10+00:00,,
42.246652,-70.97682,6.7,2023-09-15 00:52:11+00:00,,
42.246657,-70.976835,6.7,2023-09-15 00:52:12+00:00,,
42.246662,-70.976848,6.7,2023-09-15 00:52:13+00:00,,
42.246667,-70.976863,6.7,2023-09-15 00:52:14+00:00,,
42.246675,-70.976883,6.7,2023-09-15 00:52:15+00:00,,
42.246678,-70.976898,6.7,2023-09-15 00:52:16+00:00,,
42.246682,-70.976915,6.7,2023-09-15 00:52:17+00:00,,
42.246687,-70.976933,6.7,2023-09-15 00:52:18+00:00,,
42.246692,-70.976953,6.7,2023-09-15 00:52:19+00:00,,
42.246692,-70.976967,6.7,2023-09-15 00:52:20+00:00,,
42.246697,-70.976985,6.7,2023-09-15 00:52:21+00:00,,
42.246698,-70.977002,6.7,2023-09-15 00:52:22+00:00,,
42.246703,-70.977017,6.7,2023-09-15 00:52:23+00:00,,
42.246708,-70.977033,6.7,2023-09-15 00:52:24+00:00,,
42.246713,-70.977045,6.7,2023-09-15 00:52:25+00:00,,
42.246725,-70.977053,6.7,2023-09-15 00:52:26+00:00,,
42.246733,-70.97706,6.7,2023-09-15 00:52:27+00:00,,
42.24674,-70.97707,6.7,2023-09-15 00:52:28+00:00,,
42.246748,-70.977085,6.7,2023-09-15 00:52:29+00:00,,
42.246753,-70.9771,6.7,2023-09-15 00:52:30+00:00,,
42.246757,-70.977115,6.7,2023-09-15 00:52:31+00:00,,
42.246762,-70.977137,6.7,2023-09-15 00:52:32+00:00,,
42.246765,-70.977155,6.7,2023-09-15 00:52:33+00:00,,
42.246772,-70.977175,6.7,2023-09-15 00:52:34+00:00,,
42.246773,-70.977193,6.7,2023-09-15 00:52:35+00:00,,
42.246777,-70.977217,6.7,2023-09-15 00:52:36+00:00,,
42.246782,-70.977237,6.7,2023-09-15 00:52:37+00:00,,
42.246787,-70.977255,6.7,2023-09-15 00:52:38+00:00,,
42.246788,-70.977273,6.7,2023-09-15 00:52:39+00:00,,
42.24679,-70.977295,6.7,2023-09-15 00:52:40+00:00,,
42.246795,-70.977312,6.7,2023-09-15 00:52:41+00:00,,
42.246793,-70.977332,6.7,2023-09-15 00:52:42+00:00,,
42.246795,-70.977353,6.7,2023-09-15 00:52:43+00:00,,
42.246797,-70.977373,6.7,2023-09-15 00:52:44+00:00,,
42.246807,-70.977393,6.7,2023-09-15 00:52:45+00:00,,
42.246813,-70.97741,6.7,2023-09-15 00:52:46+00:00,,
42.24682,-70.977425,6.7,2023-09-15 00:52:47+00:00,,
42.246825,-70.97744,6.7,2023-09-15 00:52:48+00:00,,
42.24683,-70.977452,6.7,2023-09-15 00:52:49+00:00,,
42.246835,-70.977465,6.7,2023-09-15 00:52:50+00:00,,
42.246837,-70.97748,6.7,2023-09-15 00:52:51+00:00,,
42.24684,-70.977493,6.7,2023-09-15 00:52:52+00:00,,
42.246842,-70.977512,6.7,2023-09-15 00:52:53+00:00,,
42.246847,-70.977528,6.7,2023-09-15 00:52:54+00:00,,
42.246855,-70.977542,6.7,2023-09-15 00:52:55+00:00,,
42.246862,-70.977558,6.7,2023-09-15 00:52:56+00:00,,
42.246865,-70.977583,6.7,2023-09-15 00:52:57+00:00,,
42.246867,-70.9776,6.7,2023-09-15 00:52:58+00:00,,
42.24687,-70.977617,6.7,2023-09-15 00:52:59+00:00,,
42.246875,-70.977633,6.7,2023-09-15 00:53:00+00:00,,
42.24688,-70.977645,6.7,2023-09-15 00:53:01+00:00,,
42.246885,-70.97766,6.7,2023-09-15 00:53:02+00:00,,
42.246892,-70.977672,6.7,2023-09-15 00:53:03+00:00,,
42.2469,-70.977687,6.7,2023-09-15 00:53:04+00:00,,
42.246908,-70.977702,6.7,2023-09-15 00:53:05+00:00,,
42.246917,-70.97773,6.7,2023-09-15 00:53:06+00:00,,
42.246913,-70.977758,6.7,2023-09-15 00:53:07+00:00,,
42.246915,-70.977783,6.7,2023-09-15 00:53:08+00:00,,
42.246917,-70.977813,6.7,2023-09-15 00:53:09+00:00,,
42.246917,-70.977837,6.7,2023-09-15 00:53:10+00:00,,
42.246915,-70.977863,6.7,2023-09-15 00:53:11+00:00,,
42.246915,-70.97789,6.7,2023-09-15 00:53:12+00:00,,
42.246915,-70.977922,6.7,2023-09-15 00:53:13+00:00,,
42.246917,-70.977952,6.7,2023-09-15 00:53:14+00:00,,
42.246918,-70.977978,6.7,2023-09-15 00:53:15+00:00,,
42.24692,-70.977997,6.7,2023-09-15 00:53:16+00:00,,
42.246923,-70.978022,6.7,2023-09-15 00:53:17+00:00,,
42.24693,-70.978043,6.7,2023-09-15 00:53:18+00:00,,
42.246935,-70.978065,6.7,2023-09-15 00:53:19+00:00,,
42.246935,-70.978083,6.7,2023-09-15 00:53:20+00:00,,
42.246942,-70.978097,6.7,2023-09-15 00:53:21+00:00,,
42.246945,-70.978108,6.7,2023-09-15 00:53:22+00:00,,
42.246953,-70.978122,6.7,2023-09-15 00:53:23+00:00,,
42.246958,-70.978133,6.7,2023-09-15 00:53:24+00:00,,
42.246963,-70.978145,6.7,2023-09-15 00:53:25+00:00,,
42.246972,-70.978163,6.7,2023-09-15 00:53:26+00:00,,
42.246977,-70.978178,6.7,2023-09-15 00:53:27+00:00,,
42.246983,-70.978188,6.7,2023-09-15 00:53:28+00:00,,
42.246995,-70.9782,6.7,2023-09-15 00:53:29+00:00,,
42.247005,-70.978217,6.7,2023-09-15 00:53:30+00:00,,
42.247012,-70.978232,6.7,2023-09-15 00:53:31+00:00,,
42.247017,-70.978247,6.7,2023-09-15 00:53:32+00:00,,
42.247022,-70.978268,6.7,2023-09-15 00:53:33+00:00,,
42.247025,-70.978287,6.7,2023-09-15 00:53:34+00:00,,
42.247028,-70.978307,6.7,2023-09-15 00:53:35+00:00,,
42.247028,-70.978325,6.7,2023-09-15 00:53:36+00:00,,
42.247028,-70.978343,6.7,2023-09-15 00:53:37+00:00,,
42.247025,-70.978363,6.7,2023-09-15 00:53:38+00:00,,
42.24703,-70.97838,6.7,2023-09-15 00:53:39+00:00,,
42.247033,-70.978395,6.7,2023-09-15 00:53:40+00:00,,
42.247037,-70.97841,6.7,2023-09-15 00:53:41+00:00,,
42.247042,-70.978427,6.7,2023-09-15 00:53:42+00:00,,
42.247045,-70.978447,6.7,2023-09-15 00:53:43+00:00,,
42.24705,-70.978468,6.7,2023-09-15 00:53:44+00:00,,
42.247055,-70.978487,6.7,2023-09-15 00:53:45+00:00,,
42.247062,-70.978505,6.7,2023-09-15 00:53:46+00:00,,
42.247068,-70.978518,6.7,2023-09-15 00:53:47+00:00,,
42.247077,-70.978535,6.7,2023-09-15 00:53:48+00:00,,
42.24708,-70.978548,6.7,2023-09-15 00:53:49+00:00,,
42.247087,-70.978563,6.7,2023-09-15 00:53:50+00:00,,
42.247092,-70.97858,6.7,2023-09-15 00:53:51+00:00,,
42.24709,-70.978608,6.7,2023-09-15 00:53:52+00:00,,
42.24709,-70.978638,6.7,2023-09-15 00:53:53+00:00,,
42.247093,-70.978663,6.7,2023-09-15 00:53:54+00:00,,
42.247098,-70.978688,6.7,2023-09-15 00:53:55+00:00,,
42.2471,-70.97871,6.7,2023-09-15 00:53:56+00:00,,
42.247105,-70.978728,6.7,2023-09-15 00:53:57+00:00,,
42.247108,-70.978742,6.7,2023-09-15 00:53:58+00:00,,
42.247113,-70.978755,6.7,2023-09-15 00:53:59+00:00,,
42.247118,-70.978768,6.7,2023-09-15 00:54:00+00:00,,
42.24713,-70.978773,6.7,2023-09-15 00:54:01+00:00,,
42.247138,-70.978775,6.7,2023-09-15 00:54:02+00:00,,
42.24714,-70.978787,6.7,2023-09-15 00:54:03+00:00,,
42.247143,-70.978798,6.7,2023-09-15 00:54:04+00:00,,
42.247152,-70.978815,6.7,2023-09-15 00:54:05+00:00,,
42.247157,-70.978828,6.7,2023-09-15 00:54:06+00:00,,
42.247158,-70.978842,6.7,2023-09-15 00:54:07+00:00,,
42.247165,-70.978848,6.7,2023-09-15 00:54:08+00:00,,
42.247173,-70.978865,6.7,2023-09-15 00:54:09+00:00,,
42.247175,-70.978875,6.7,2023-09-15 00:54:10+00:00,,
42.247178,-70.978892,6.7,2023-09-15 00:54:11+00:00,,
42.247183,-70.978905,6.7,2023-09-15 00:54:12+00:00,,
42.247185,-70.97892,6.7,2023-09-15 00:54:13+00:00,,
42.247188,-70.978935,6.7,2023-09-15 00:54:14+00:00,,
42.247193,-70.978952,6.7,2023-09-15 00:54:15+00:00,,
42.247197,-70.978967,6.7,2023-09-15 00:54:16+00:00,,
42.247202,-70.978982,6.7,2023-09-15 00:54:17+00:00,,
42.247208,-70.979002,6.7,2023-09-15 00:54:18+00:00,,
42.247213,-70.979017,6.7,2023-09-15 00:54:19+00:00,,
42.247215,-70.979027,6.7,2023-09-15 00:54:20+00:00,,
42.247222,-70.979037,6.7,2023-09-15 00:54:21+00:00,,
42.247228,-70.979047,6.7,2023-09-15 00:54:22+00:00,,
42.247237,-70.97906,6.7,2023-09-15 00:54:23+00:00,,
42.247243,-70.97907,6.7,2023-09-15 00:54:24+00:00,,
42.247247,-70.979077,6.7,2023-09-15 00:54:25+00:00,,
42.24725,-70.979087,6.7,2023-09-15 00:54:26+00:00,,
42.247255,-70.979103,6.7,2023-09-15 00:54:27+00:00,,
42.247262,-70.979118,6.7,2023-09-15 00:54:28+00:00,,
42.247267,-70.979133,6.7,2023-09-15 00:54:29+00:00,,
42.247268,-70.97915,6.7,2023-09-15 00:54:30+00:00,,
42.247277,-70.979167,6.7,2023-09-15 00:54:31+00:00,,
42.247278,-70.979178,6.7,2023-09-15 00:54:32+00:00,,
42.247278,-70.97919,6.7,2023-09-15 00:54:33+00:00,,
42.247282,-70.979202,6.7,2023-09-15 00:54:34+00:00,,
42.247285,-70.979218,6.7,2023-09-15 00:54:35+00:00,,
42.247287,-70.979233,6.7,2023-09-15 00:54:36+00:00,,
42.247288,-70.979252,6.7,2023-09-15 00:54:37+00:00,,
42.24729,-70.979275,6.7,2023-09-15 00:54:38+00:00,,
42.247295,-70.979298,6.7,2023-09-15 00:54:39+00:00,,
42.247302,-70.979327,6.7,2023-09-15 00:54:40+00:00,,
42.247312,-70.979347,6.7,2023-09-15 00:54:41+00:00,,
42.247315,-70.979365,5.8,2023-09-15 00:54:42+00:00,,
42.24732,-70.979385,5.8,2023-09-15 00:54:43+00:00,,
42.247325,-70.979405,5.8,2023-09-15 00:54:44+00:00,,
42.24733,-70.979425,5.8,2023-09-15 00:54:45+00:00,,
42.247335,-70.979437,5.8,2023-09-15 00:54:46+00:00,,
42.247342,-70.97945,5.8,2023-09-15 00:54:47+00:00,,
42.247348,-70.979465,5.8,2023-09-15 00:54:48+00:00,,
42.247355,-70.97948,5.8,2023-09-15 00:54:49+00:00,,
42.24736,-70.9795,5.8,2023-09-15 00:54:50+00:00,,
42.247365,-70.979517,5.8,2023-09-15 00:54:51+00:00,,
42.24737,-70.979537,5.8,2023-09-15 00:54:52+00:00,,
42.247378,-70.979552,5.8,2023-09-15 00:54:53+00:00,,
42.247385,-70.979562,5.8,2023-09-15 00:54:54+00:00,,
42.247393,-70.979577,5.8,2023-09-15 00:54:55+00:00,,
42.247398,-70.979597,5.8,2023-09-15 00:54:56+00:00,,
42.247403,-70.979612,5.8,2023-09-15 00:54:57+00:00,,
42.247405,-70.979627,5.8,2023-09-15 00:54:58+00:00,,
42.247412,-70.979645,5.8,2023-09-15 00:54:59+00:00,,
42.247417,-70.979667,5.8,2023-09-15 00:55:00+00:00,,
42.247422,-70.979687,5.8,2023-09-15 00:55:01+00:00,,
42.247428,-70.979705,5.8,2023-09-15 00:55:02+00:00,,
42.247432,-70.979722,5.8,2023-09-15 00:55:03+00:00,,
42.247438,-70.979735,5.8,2023-09-15 00:55:04+00:00,,
42.247442,-70.979747,5.8,2023-09-15 00:55:05+00:00,,
42.247445,-70.979758,5.8,2023-09-15 00:55:06+00:00,,
42.247448,-70.97977,5.8,2023-09-15 00:55:07+00:00,,
42.247452,-70.979785,5.8,2023-09-15 00:55:08+00:00,,
42.247455,-70.979802,5.8,2023-09-15 00:55:09+00:00,,
42.247455,-70.979822,5.8,2023-09-15 00:55:10+00:00,,
42.24746,-70.979842,5.8,2023-09-15 00:55:11+00:00,,
42.247465,-70.979863,5.8,2023-09-15 00:55:12+00:00,,
42.24747,-70.979883,5.8,2023-09-15 00:55:13+00:00,,
42.247468,-70.979908,5.8,2023-09-15 00:55:14+00:00,,
42.24747,-70.97993,5.8,2023-09-15 00:55:15+00:00,,
42.247473,-70.979943,5.8,2023-09-15 00:55:16+00:00,,
42.247472,-70.979965,5.8,2023-09-15 00:55:17+00:00,,
42.247477,-70.979983,5.8,2023-09-15 00:55:18+00:00,,
42.247482,-70.980005,5.8,2023-09-15 00:55:19+00:00,,
42.247487,-70.980025,5.8,2023-09-15 00:55:20+00:00,,
42.247492,-70.980047,5.8,2023-09-15 00:55:21+00:00,,
42.2475,-70.980073,5.8,2023-09-15 00:55:22+00:00,,
42.24751,-70.980088,5.8,2023-09-15 00:55:23+00:00,,
42.247518,-70.980107,5.8,2023-09-15 00:55:24+00:00,,
42.247523,-70.980127,5.8,2023-09-15 00:55:25+00:00,,
42.247527,-70.98015,5.8,2023-09-15 00:55:26+00:00,,
42.247532,-70.980172,5.8,2023-09-15 00:55:27+00:00,,
42.247528,-70.980198,5.8,2023-09-15 00:55:28+00:00,,
42.24753,-70.980223,5.8,2023-09-15 00:55:29+00:00,,
42.247532,-70.980243,5.8,2023-09-15 00:55:30+00:00,,
42.247535,-70.980262,5.8,2023-09-15 00:55:31+00:00,,
42.247543,-70.980282,5.8,2023-09-15 00:55:32+00:00,,
42.247547,-70.980307,5.8,2023-09-15 00:55:33+00:00,,
42.247552,-70.980333,5.8,2023-09-15 00:55:34+00:00,,
42.247553,-70.98035,5.8,2023-09-15 00:55:35+00:00,,
42.247557,-70.980367,5.8,2023-09-15 00:55:36+00:00,,
42.24756,-70.980382,5.8,2023-09-15 00:55:37+00:00,,
42.247568,-70.980392,5.8,2023-09-15 00:55:38+00:00,,
42.24758,-70.980403,5.8,2023-09-15 00:55:39+00:00,,
42.247587,-70.980413,5.8,2023-09-15 00:55:40+00:00,,
42.247602,-70.980425,5.8,2023-09-15 00:55:41+00:00,,
42.247612,-70.980437,5.8,2023-09-15 00:55:42+00:00,,
42.24762,-70.980452,5.8,2023-09-15 00:55:43+00:00,,
42.247628,-70.980467,5.8,2023-09-15 00:55:44+00:00,,
42.247632,-70.980483,5.8,2023-09-15 00:55:45+00:00,,
42.247633,-70.9805,5.8,2023-09-15 00:55:46+00:00,,
42.247638,-70.980517,5.8,2023-09-15 00:55:47+00:00,,
42.247642,-70.980527,5.8,2023-09-15 00:55:48+00:00,,
42.247645,-70.980537,5.8,2023-09-15 00:55:49+00:00,,
42.247643,-70.980547,5.8,2023-09-15 00:55:50+00:00,,
42.247643,-70.980555,5.8,2023-09-15 00:55:51+00:00,,
42.247645,-70.980565,5.8,2023-09-15 00:55:52+00:00,,
42.247647,-70.980575,5.8,2023-09-15 00:55:53+00:00,,
42.247653,-70.980592,6.7,2023-09-15 00:55:54+00:00,,
42.247658,-70.980605,6.7,2023-09-15 00:55:55+00:00,,
42.247665,-70.98062,6.7,2023-09-15 00:55:56+00:00,,
42.247668,-70.980635,6.7,2023-09-15 00:55:57+00:00,,
42.247672,-70.980652,6.7,2023-09-15 00:55:58+00:00,,
42.247668,-70.98067,6.7,2023-09-15 00:55:59+00:00,,
42.247667,-70.980688,6.7,2023-09-15 00:56:00+00:00,,
42.247667,-70.980715,6.7,2023-09-15 00:56:01+00:00,,
42.247672,-70.980737,6.7,2023-09-15 00:56:02+00:00,,
42.247677,-70.980757,6.7,2023-09-15 00:56:03+00:00,,
42.247683,-70.980773,6.7,2023-09-15 00:56:04+00:00,,
42.247693,-70.980787,6.7,2023-09-15 00:56:05+00:00,,
42.247703,-70.9808,6.7,2023-09-15 00:56:06+00:00,,
42.247713,-70.980815,6.7,2023-09-15 00:56:07+00:00,,
42.247722,-70.980828,6.7,2023-09-15 00:56:08+00:00,,
42.24773,-70.980845,6.7,2023-09-15 00:56:09+00:00,,
42.247733,-70.980858,6.7,2023-09-15 00:56:10+00:00,,
42.247738,-70.980877,6.7,2023-09-15 00:56:11+00:00,,
42.247742,-70.980895,6.7,2023-09-15 00:56:12+00:00,,
42.247748,-70.980913,6.7,2023-09-15 00:56:13+00:00,,
42.247755,-70.980928,6.7,2023-09-15 00:56:14+00:00,,
42.24776,-70.980955,6.7,2023-09-15 00:56:15+00:00,,
42.247767,-70.980977,6.7,2023-09-15 00:56:16+00:00,,
42.247773,-70.980993,6.7,2023-09-15 00:56:17+00:00,,
42.247777,-70.981005,6.7,2023-09-15 00:56:18+00:00,,
42.24778,-70.981022,6.7,2023-09-15 00:56:19+00:00,,
42.247783,-70.981045,7.8,2023-09-15 00:56:20+00:00,,
42.247787,-70.98106,7.8,2023-09-15 00:56:21+00:00,,
42.24779,-70.981077,7.8,2023-09-15 00:56:22+00:00,,
42.247792,-70.981095,7.8,2023-09-15 00:56:23+00:00,,
42.247798,-70.981115,7.8,2023-09-15 00:56:24+00:00,,
42.247803,-70.981138,7.8,2023-09-15 00:56:25+00:00,,
42.247808,-70.981158,7.8,2023-09-15 00:56:26+00:00,,
42.247812,-70.981175,7.8,2023-09-15 00:56:27+00:00,,
42.247815,-70.981197,7.8,2023-09-15 00:56:28+00:00,,
42.247817,-70.981218,7.8,2023-09-15 00:56:29+00:00,,
42.247823,-70.98124,7.8,2023-09-15 00:56:30+00:00,,
42.247832,-70.981252,7.8,2023-09-15 00:56:31+00:00,,
42.247838,-70.981272,7.8,2023-09-15 00:56:32+00:00,,
42.247842,-70.981288,7.8,2023-09-15 00:56:33+00:00,,
42.247845,-70.981307,7.8,2023-09-15 00:56:34+00:00,,
42.24785,-70.981323,7.8,2023-09-15 00:56:35+00:00,,
42.24785,-70.98134,7.8,2023-09-15 00:56:36+00:00,,
42.24785,-70.981363,7.8,2023-09-15 00:56:37+00:00,,
42.247852,-70.981385,7.8,2023-09-15 00:56:38+00:00,,
42.247852,-70.981403,7.8,2023-09-15 00:56:39+00:00,,
42.247855,-70.98142,7.8,2023-09-15 00:56:40+00:00,,
42.24786,-70.98144,7.8,2023-09-15 00:56:41+00:00,,
42.247865,-70.981448,7.8,2023-09-15 00:56:42+00:00,,
42.247875,-70.981462,7.8,2023-09-15 00:56:43+00:00,,
42.247878,-70.981485,7.8,2023-09-15 00:56:44+00:00,,
42.24788,-70.981507,7.8,2023-09-15 00:56:45+00:00,,
42.24788,-70.981525,7.8,2023-09-15 00:56:46+00:00,,
42.24788,-70.98154,7.8,2023-09-15 00:56:47+00:00,,
42.24788,-70.98155,7.8,2023-09-15 00:56:48+00:00,,
42.247878,-70.981567,7.8,2023-09-15 00:56:49+00:00,,
42.24788,-70.981585,7.8,2023-09-15 00:56:50+00:00,,
42.24788,-70.981607,7.8,2023-09-15 00:56:51+00:00,,
42.247878,-70.981627,7.8,2023-09-15 00:56:52+00:00,,
42.247878,-70.981652,7.8,2023-09-15 00:56:53+00:00,,
42.247883,-70.981677,7.8,2023-09-15 00:56:54+00:00,,
42.247887,-70.981703,7.8,2023-09-15 00:56:55+00:00,,
42.247887,-70.98173,8.8,2023-09-15 00:56:56+00:00,,
42.247892,-70.98176,8.8,2023-09-15 00:56:57+00:00,,
42.247893,-70.981783,8.8,2023-09-15 00:56:58+00:00,,
42.247897,-70.981807,8.8,2023-09-15 00:56:59+00:00,,
42.247898,-70.981827,8.8,2023-09-15 00:57:00+00:00,,
42.247903,-70.981843,8.8,2023-09-15 00:57:01+00:00,,
42.247907,-70.981857,8.8,2023-09-15 00:57:02+00:00,,
42.247912,-70.981867,8.8,2023-09-15 00:57:03+00:00,,
42.247913,-70.981877,8.8,2023-09-15 00:57:04+00:00,,
